ID,Titulo,DOI,Decisao,Motivacao
107,Towards facing uncertainties in biofuel supply chain networks: a systematic literature review,10.1007/s11356-023-29331-w,Reprovado,Tipo excluído: artigo de revisão/survey/meta-análise identificado no título
108,"How do data, project management maturity, and PMO support shape resilient oil and gas projects?",10.5267/j.jpm.2025.4.004,Reprovado,Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas] + SCM[project management]
109,"Accurate estimation of tool wear levels during milling, drilling and turning operations by designing novel hyperparameter tuned models based on LightGBM and stacking",10.1016/j.measurement.2022.110722,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling] + IA[knn, lightgbm]"
110,"Multiphase fl ow challenges in drilling, completions, and injection: Part 2",10.1016/j.petlm.2024.05.002,Reprovado,Tipo excluído: revisão/survey/meta-análise identificado no abstract
111,"Multiphase flow challenges in drilling, completions, and injection: Part 1",10.1016/j.petlm.2024.05.001,Reprovado,Tipo excluído: revisão/survey/meta-análise identificado no abstract
112,Pyrolysis performance and kinetic analysis of oily sludge,10.1007/s10973-021-10858-4,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
113,Collaborative intermodal freight transport network design and vehicle arrangement with applications in the oil and gas drilling equipment industry,10.1080/23249935.2020.1758235,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, o&g, o&g] + IA[genetic algorithm, particle swarm, optimization algorithm] + SCM[transportation, freight]"
114,Auto-suggestive real-time classification of driller Memos into activity codes using natural language processing,10.2118/199593-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, drilling, petroleum engineers] + IA[support vector, natural language processing, logistic regression]"
115,Vehicle routing with endogenous learning: Application to offshore plug and abandonment campaign planning,10.1016/j.ejor.2020.06.039,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
116,Proposed Risk Management Decision Support Methodology for Oil and Gas Construction Projects,10.1007/978-981-15-1910-9_34,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, gas industry] + IA[neural network] + SCM[logistics, project management]"
117,Risk assessment in oil and gas industry using simulation and bow-tie analysis,,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petroleum, gas industry] + SCM[supply chain, chain management]"
118,"Technological Innovation, Sustainable Green Practices and SMEs Sustainable Performance in Times of Crisis (COVID-19 pandemic)",10.1007/s10796-022-10250-z,Reprovado,"Fora do escopo: apenas nenhum dos 3 temas identificado. Ausentes: O&G, IA, SCM"
119,A framework for risk assessment in oil and gas supply chains,,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas] + SCM[supply chain, inventory]"
120,Effects of supply chain digital twins in the development of digital industry,,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petrochemical] + SCM[supply chain]"
121,Digital-twin based real-time resource allocation for hull parts picking and processing,10.1007/s10845-022-02065-1,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[digital twin] + SCM[logistics]"
122,Coastal Shuttle Tanker Scheduling Model Considering Inventory Cost and System Reliability,10.1109/ACCESS.2020.3032556,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, crude oil, petroleum industry] + IA[genetic algorithm] + SCM[inventory, transportation]"
123,Fuzzy ahp and linear programming based decision support system for logistics service providers allocation,,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petrochemical] + SCM[supply chain, logistics, chain management]"
124,Model-based multi-objective particle swarm production optimization for efficient injection/production planning to improve reservoir recovery,10.1002/cjce.24158,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[reservoir] + IA[particle swarm] + SCM[production planning]"
125,Cross-functional group decision making with heterogeneous cooperation for digital transformation in supply chain resilience,10.1016/j.asoc.2024.112463,Reprovado,"Fora do escopo: apenas SCM dos 3 temas identificado. Ausentes: O&G, IA"
126,Adaptive framework for resilient supply chain using 3D printing in oil and gas industry,10.2118/203089-MS,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petroleum, gas industry] + SCM[supply chain, logistics, inventory]"
127,Digital concept and machine learning for cost estimation of oil and gas development,,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, offshore, crude oil] + IA[machine learning, neural network, support vector] + SCM[supply chain, project schedule, cost estimation]"
128,Leveraging data-driven decisions: a framework for building intracompany capability for supply chain optimization and resilience,10.1108/SCM-12-2022-0464,Sinalizado,"Tema ausente: IA não explícita, mas termos secundários presentes (score=2). O&G[oil and gas, gas industry] + SCM[supply chain, logistics]"
129,Digitalizing Maritime Containers Shipping Companies: Impacts on Their Processes,10.3390/app12052532,Reprovado,"Fora do escopo: apenas SCM dos 3 temas identificado. Ausentes: O&G, IA"
130,Agent-based modeling for decision making support: Case of transport logistics in oil company,10.46354/i3m.2020.emss.006,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, oil industry, oil company] + SCM[logistics, transportation]"
131,Digital Twin-Enabled Smart Maritime Logistics Management in the Context of Industry 5.0,10.1109/ACCESS.2024.3354838,Reprovado,Tipo excluído: revisão/survey/meta-análise identificado no abstract
132,"Delivering best-in-class shallow water wellhead platform, and beyond",10.4043/30402-ms,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, offshore, gas industry] + IA[machine learning] + SCM[supply chain, fabrication]"
133,Modelling decision making in digital supply chains: insights from the petroleum industry,10.1108/K-10-2018-0565,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, petrochemical, crude oil] + IA[] + SCM[supply chain]"
134,Construction of a Coupled Mathematical Model of Oil and Gas Risk Relying on Distributed Computing,10.1155/2022/5327266,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, reservoir, gas industry] + IA[neural network] + SCM[]"
135,Computer optimal path simulation planning of oil and gas storage and transportation based on similarity measurement of decision space,10.1088/1742-6596/1533/3/032047,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum] + IA[artificial intelligence] + SCM[transportation]"
136,Stuck Pipe Prediction in Geothermal Well Drilling at Darajat Using Statistical and Machine Learning Application,10.1145/3400934.3400954,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, oil field, wellbore] + IA[machine learning, deep learning, predictive analytics]"
137,Autonomous Underwater Pipe Damage Detection Positioning and Pipe Line Tracking Experiment with Unmanned Underwater Vehicle,10.3390/jmse12112002,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[natural gas] + IA[deep learning, neural network, cnn] + SCM[supply chain, transportation]"
138,The efficiency of soft sensors modelling in advanced control systems in oil refinery through the application of hybrid intelligent data mining techniques,10.1088/1742-6596/1529/5/052049,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[petroleum, crude oil, refinery] + IA[data mining, logistic regression, linear regression]"
139,A dynamic risk assessment model to assess the impact of the coronavirus (COVID-19) on the sustainability of the biomass supply chain: A case study of a US biofuel industry,10.1016/j.rser.2021.111574,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[bayesian network] + SCM[supply chain]"
140,The two-echelon inventory-routing problem with fleet management,10.1016/j.cor.2020.104944,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petrochemical, petrochemical industry] + SCM[supply chain, inventory, vendor]"
141,Development of a global earthquake-landslide-tsunami cascade database and analysis of cascading mechanisms,10.1360/TB-2024-0994,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[oil and gas, subsea, seismic] + IA[artificial intelligence] + SCM[lead time]"
142,Technology predictions for arctic hydrocarbon development: Digitalization potential,10.1007/978-3-030-64430-7_21,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, offshore, drilling] + IA[artificial intelligence] + SCM[logistics]"
143,A Procurement Method in Oil Marketing Company Based on Forecast Model and Expectation Criterion,10.1155/2021/6670249,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, crude oil, petroleum industry] + IA[neural network] + SCM[procurement, inventory]"
144,Statistical models for improving significant wave height predictions in offshore operations,10.1016/j.oceaneng.2020.107249,Aprovado,Relevante: presença dos 3 temas identificada. O&G[offshore] + IA[bayesian network] + SCM[logistics]
145,Advanced Data Recognition Technique for Real-Time Sand Monitoring Systems,10.1007/978-3-030-72610-2_24,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, oilfield] + IA[machine learning, random forest, support vector]"
146,Deep Learning Approaches for Intrusion Detection in IIoT Networks – Opportunities and Future Directions,10.14569/IJACSA.2021.0120411,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum] + IA[deep learning] + SCM[logistics, transportation]"
147,A Bayes Estimate Density Fuzzy Modular function for improving supply chain sustainability through blockchain entropy prediction,10.1016/j.sca.2023.100046,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, natural gas, gas industry] + SCM[supply chain]"
148,Drilling Operations Classification Utilizing Data Fusion and Machine Learning Techniques,10.1007/978-3-030-80568-5_32,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[drilling] + IA[machine learning]"
149,Big Data Platform for Oil and Gas Production Based on Apache Spark,10.1007/978-981-33-6141-6_14,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, petroleum, oil field] + IA[machine learning, deep learning, data mining]"
150,Single-Well Yield Prediction Based on LSTM and MA Combination Model,10.1007/978-981-33-6141-6_15,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, gas industry] + IA[deep learning, neural network, lstm]"
151,Characteristics influencing digital technology choice in digitalization projects of energy industry,10.2478/rtuect-2021-0026,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, oil industry, gas industry] + IA[logistic regression]"
152,Investigating the use of machine learning models for the prediction of pressure gradient and flow regimes in multiphase flow in horizontal pipes,10.2118/208410-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, petroleum engineers] + IA[machine learning, supervised learning, predictive analytics]"
153,Transportation cost optimization model for the petroleum industry,,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, downstream, petroleum industry] + SCM[supply chain, transportation]"
154,Multi-objective optimization of hydrocracking processes using graph neural differential equations,10.1016/j.cherd.2025.09.042,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, refinery, refining] + IA[genetic algorithm, convolutional]"
155,"K-mean clustering analysis and logistic boosting regression for rock facies characterization and classification in zubair reservoir in luhais oil field, southern Iraq",10.46717/igj.54.2B.6Ms-2021-08-26,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil field, hydrocarbon, shale] + IA[machine learning, clustering, boosting]"
156,"Real time cloud-based automation for formation evaluation optimization, risk mitigation and decarbonization",10.2118/205402-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, offshore, upstream] + IA[artificial intelligence, machine learning, predictive analytics] + SCM[logistics]"
157,Contribution of AI to improve planning gas stations replenishment: Synthetic Study,10.1016/j.procs.2021.07.067,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, gas industry, petrol] + IA[artificial intelligence, machine learning] + SCM[supply chain, transportation]"
158,Application of machine learning algorithms for managing well integrity in gas lift wells,10.2118/205736-MS,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, o&g, o&g] + IA[artificial intelligence, machine learning, random forest]"
159,Data-driven PHM solution for health monitoring of mud motor power sections while drilling,10.2118/205219-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, petroleum, drilling] + IA[machine learning] + SCM[logistics]"
160,The simultaneous effect of green ability-motivation-opportunity and transformational leadership in environment management: the mediating role of green culture,10.1108/BIJ-08-2020-0400,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
161,Predicting dysfunction vibration events while drilling using LSTM recurrent neural networks,10.2118/205571-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[o&g, o&g, petroleum] + IA[neural networks, random forest, lstm] + SCM[]"
162,Classification and mechanism analysis of wellbore failure based on cavings,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, oilfield, oilfield] + IA[machine learning, randomforest, decisiontree]"
163,Systems of distributed artificial intelligence for analysis of oil product transportation processes: evidence from Russia,10.1504/IJSPM.2021.121698,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, gas industry] + IA[artificial intelligence] + SCM[logistics, transportation]"
164,Procurement risk management in a petroleum refinery,10.1111/deci.12536,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, refinery, petroleum refinery] + SCM[procurement, sourcing, transportation]"
165,Implementing Cognitive Procurement and its Influence on Supply Chain During the Era of Digital Transformation in Oil and Gas Industry 4.0,10.2118/207211-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, gas industry] + IA[artificial intelligence] + SCM[supply chain, procurement, sourcing]"
166,Development and challenges of planning and scheduling for petroleum and petrochemical production,10.1007/s42524-020-0123-3,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, petrochemical, refinery] + SCM[production planning]"
167,Lithofacies Classification of Carbonate Reservoirs Using Advanced Machine Learning: A Case Study from a Southern Iraqi Oil Field,10.4043/31114-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore, oil field, reservoir] + IA[machine learning, random forest, classification algorithm]"
168,Guyana Operations and First Oil,10.4043/30979-MS,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, offshore, drilling] + SCM[logistics]"
169,Drilling Execution and Completion Advancements Continue to Deliver for Guyana,10.4043/31230-MS,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, offshore, drilling] + SCM[procurement]"
170,AI Based Water-in-Oil Emulsions Rheology Model for Value Creation in Deepwater Fields Production Management,10.4043/31173-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore, e&p, exploration & production] + IA[artificial intelligence, machine learning, supervised learning]"
171,Hybrid fuzzy MCDM and FMEA integrating with linear programming approach for the health and safety executive risks: a case study,10.1108/JM2-12-2019-0285,Reprovado,Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas] + SCM[]
172,"Value of emerging and enabling technologies in reducing costs, risks and timescales for CCS",10.2139/ssrn.3820792,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, gas industry, energy sector] + IA[artificial intelligence, machine learning] + SCM[supply chain]"
173,How to Measure Sustainability in the Supply Chain Design: An Integrated Proposal from an Extensive and Systematic Literature Review,10.3390/su15097138,Reprovado,Tipo excluído: artigo de revisão/survey/meta-análise identificado no título
174,Big data driven supply chain design and applications for blockchain: An action research using case study approach,10.1016/j.omega.2021.102452,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum, petroleum industries] + SCM[supply chain, logistics, chain management]"
175,An Integrated Robust Planning Model for Petrochemical Product in the Supply Chain,10.1007/s41660-025-00592-x,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petroleum, petrochemical] + SCM[supply chain, logistics, inventory]"
176,Energy Commodity Logistics Planning method based on Machine Learning method,10.1088/1755-1315/769/4/042119,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, refining, petroleum industry] + IA[machine learning] + SCM[logistics, transportation]"
177,Thermal image encryption based on laser diode feedback and 2D logistic chaotic map,10.1007/s11042-022-12724-3,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
178,An augmented Tabu search algorithm for the green inventory-routing problem with time windows,10.1016/j.swevo.2020.100802,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum] + IA[optimization algorithm] + SCM[inventory, transportation]"
179,"Volcanic lithology identification based on parameter-optimized GBDT algorithm: A case study in the Jilin Oilfield, Songliao Basin, NE China",10.1016/j.jappgeo.2021.104443,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oilfield, oilfield, reservoir] + IA[machine learning, support vector, decision tree]"
180,Contamination control in the oil and gas industries using industrial separation technologies: A sustainability and safety-oriented DSS under Pythagorean fuzzy environment,10.1080/01496395.2024.2329276,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
181,The role of big data for Supply Chain 4.0 in manufacturing organisations of developing countries,10.1108/JEIM-11-2020-0463,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[neural network] + SCM[supply chain, procurement, sourcing]"
182,Development of Entering Order and Work-Volume Assignment Algorithms for the Management of Piping Components in Offshore Structure Construction,10.3390/jmse8110894,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[offshore, oil production] + IA[optimization algorithm] + SCM[procurement]"
183,Accident analysis and risk prediction of tank farm based on Bayesian network method,10.1177/1748006X221139906,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
184,Multiobjective stochastic scheduling of upstream operations in a sustainable sugarcane supply chain,10.1016/j.jclepro.2020.123305,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[upstream, downstream] + SCM[supply chain, transportation]"
185,Impact of carbon tax on CCUS source-sink matching: Finding from the improved ChinaCCS DSS,10.1016/j.jclepro.2021.130027,Reprovado,"Fora do escopo: apenas O&G dos 3 temas identificado. Ausentes: IA, SCM"
186,Understanding AI Application Dynamics in Oil and Gas Supply Chain Management and Development: A Location Perspective,10.28991/HIJ-SP2022-03-01,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, upstream] + IA[artificial intelligence] + SCM[supply chain, chain management]"
187,Driving Project Efficiency and Cost Control in Nigeria's Oil and Gas Industry,10.2118/212038-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, drilling] + IA[artificial intelligence, boosting] + SCM[supply chain, project management]"
188,Analysing the inhibitors of complexity for achieving sustainability and improving sustainable performance of petroleum supply chain,10.1016/j.jclepro.2021.127360,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum] + SCM[supply chain, supplier, chain managers]"
189,Co-training Semi-supervised Learning Algorithm for Classification of Seismic Facies of Carbonate Tidal Channels,10.1007/978-981-19-2149-0_132,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, oilfield, oilfield] + IA[machine learning, decision tree, clustering]"
190,Similarity Learning for Well Logs Prediction Using Machine Learning Algorithms,10.2523/IPTC-22067-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, petroleum, drilling] + IA[machine learning, gradient boosting, logistic regression]"
191,A Novel Hybrid Model for Vendor Selection in a Supply Chain by Using Artificial Intelligence Techniques Case Study: Petroleum Companies,10.1007/978-3-030-36178-5_19,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[petroleum, refining, oil companies] + IA[artificial intelligence, neural networks, data mining] + SCM[supply chain, vendor, supplier]"
192,Universal Wellpad Control: An Open Automation and Control Platform with Zero-Trust and Zero-Touch Provisioning System,10.2118/211801-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, upstream] + IA[machine learning] + SCM[supply chain, vendor, asset management]"
193,A decision support approach employing the PROMETHEE method and risk factors for critical supply assessment in large-scale projects,10.1016/j.orp.2022.100238,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, gas industry] + SCM[scrm, procurement]"
194,Virtual Tour (4.0) for Adnoc Offshore Assets,10.2118/211302-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, offshore, drilling] + IA[digital twin] + SCM[inspection]"
195,An Integrated Management of Change Program (MOC) for Oil and Gas Industry through Blockchain Technology and Smart Contracts,10.2118/210790-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, petroleum, gas industry] + IA[artificial intelligence] + SCM[logistics, transportation]"
196,The mathematical models as a decision support tool for the oil transportation business: A case study of an oil business in Thailand,10.1080/23311916.2022.2145680,Reprovado,Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil industry] + SCM[transportation]
197,Development of a Decision Support System for Operation Mode Detection of Offshore Supply Vessels,,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, offshore] + IA[machine learning, neural networks, support vector]"
198,A Detailed Review of Implementation of Deep Learning Approaches for Industrial Internet of Things with the Different Opportunities and Challenges,10.1109/IC3I56241.2022.10072499,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, natural gas, petroleum industry] + IA[machine learning, deep learning] + SCM[logistics]"
199,Private 5G Practice in Oil and Gas Industry,10.2118/210975-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, o&g, o&g] + IA[artificial intelligence] + SCM[logistics]"
200,Discovering Subsurface “Oceans” With Classification: A Machine Learning Method to Predict Drilling Challenges From Nearby Saltwater Disposal Wells,10.15530/urtec-2022-3722093,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[drilling, wellbore, reservoir] + IA[machine learning, logistic regression]"
201,Detecting Most Influential Parameters in High Voltage Induction Motor Failure using Logistic Regression Analysis,10.1109/ISMODE56940.2022.10180980,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, gas industry] + IA[predictive analytics, logistic regression]"
202,Managing Asset and Supply Chain Resilience Using A Digital Risk Twin,10.3850/978-981-18-5183-4_R02-04-191-cd,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[petroleum, refinery, oil refinery] + IA[digital twin] + SCM[supply chain]"
203,Analysis of compromising operational conditions for intelligent completion using Digital Twin,10.3850/978-981-18-5183-4_S01-07-508-cd,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[o&g, o&g, petroleum] + IA[digital twin] + SCM[scm]"
204,The Implementation of Discrete-Event Simulation and Demand Forecasting Using Temporal Fusion Transformers to Validate Spare Parts Inventory Policy for The Petrochemicals Industry,10.37936/ecti-cit.2022163.246900,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[deep learning] + SCM[supply chain, inventory, demand forecasting]"
205,The Impact of Digital Transformation in the Accounting System of Fuel and Energy Complex Enterprises (International Experience),10.32479/ijeep.13317,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, energy sector] + IA[artificial intelligence] + SCM[supply chain, vendor, erp]"
206,Leveraging AI for Inventory Management and Accurate Forecast-An Industrial Field Study,10.2118/214457-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[petroleum, drilling, petroleum engineers] + IA[artificial intelligence, machine learning] + SCM[supply chain, logistics, inventory]"
207,Multi-product and multi-period maritime oil logistics model with a cooperative approach among hubs,10.1504/IJOGCT.2023.10053635,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, offshore, gas industry] + IA[genetic algorithm] + SCM[logistics]"
208,A Method for Planning the Supply of Petroleum Products to Filling Stations Based on Multi-agent Resource Conversion Processes,10.1007/978-3-031-22311-2_18,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[petroleum] + SCM[logistics, supply planning]"
209,Blockchain Supercharges Digital Well Program towards Cyber-Physical Drilling System,10.2118/214536-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, drilling, seismic] + IA[machine learning] + SCM[production schedules]"
210,HYBRID MACHINE LEARNING MODEL APPLIED TO PHASE INVERSION PREDICTION IN LIQUID-LIQUID PIPE FLOW,10.1615/MultScienTechn.2022046139,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, gas industry] + IA[artificial intelligence, machine learning, neural networks]"
211,Failure Prediction Methodology for ESP and Operational Behavior,10.2118/213140-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[petroleum, oil field, reservoir] + IA[machine learning, classification algorithm, predictive analytics] + SCM[logistics]"
212,Real-Time Optimization and Decarbonization of Oil and Gas Production Value Chain Enabled by Industry 4.0 Technologies: A Critical Review,10.2118/214301-PA,Reprovado,Tipo excluído: artigo de revisão/survey/meta-análise identificado no título
213,"Iceberg Drafts Assessment using Decision Tree Regression (DTR), Artificial Neural Network (ANN), and Support Vector Regression (SVR) algorithms",,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[oil and gas, offshore, subsea] + IA[machine learning, neural network, support vector] + SCM[logistics, project management]"
214,Assessment Methodology for Transition of Offshore Brownfield Platforms to Remote Operations,10.4043/32717-MS,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, offshore] + IA[artificial intelligence, machine learning] + SCM[]"
215,"Development of a Reliability and Maintenance Database System for Offshore Well Equipment in Brazil: MINERVA, Phase 1",10.4043/32957-MS,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[offshore, oil field, well completion] + IA[artificial intelligence] + SCM[spare parts, quality control]"
216,A Web Service Oriented Integration Solution for Capital Facilities Information Handover,10.1007/978-981-99-7254-8_30,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, gas industry, energy sector] + IA[data mining] + SCM[procurement]"
